initial,solution,fitness,duration
392111617476010191351412118158,132174311126199171081501418516,783286,2.9131064414978027
611013184110721714591281519316,141118261416870195151013312179,848022,8.224624395370483
249151751411813010761911163812,601571011121891311416435219178,792718,8.458903074264526
091611121819571317108161415432,543151612871901411171316291018,788666,3.724114418029785
950141137182101961617148151213,718111909131365101416154128217,777108,3.8845114707946777
131980154111712218361571610914,414111213508109181151937621617,774358,6.991730213165283
101201551319112814171816614793,111712101891615132561483019417,816132,7.638838291168213
151281619014181326115741091713,146190981871513171216154310211,775528,6.524653196334839
194143161810137190611812171552,191812148151111713954301071662,806720,6.528947353363037
123681801114131271659104191517,131264111810151714195131689027,783366,8.558316230773926
154131110191201814177126163859,815131274051418161911362910117,803796,7.045372009277344
011164578126101419131321518179,541514167821013911191712130186,768390,5.38306450843811
732178159111131019126418514016,121315651119891431816174702101,763798,4.9991161823272705
101683118711159191721364514120,181521419101275131791136410168,797512,7.439200162887573
651823151141191691013717012814,236191741014168571181512119013,784806,8.955922603607178
185190117410162361181391271415,101261618131907148415171159231,778680,4.939000606536865
581541131691914713110017621812,109152511161014312181387194176,784234,4.207707643508911
112164618010111781915325139714,086171849122161011319147115315,788112,9.465359687805176
913014103181619182457121117156,111917291218031071461164155813,833796,9.01250672340393
101513182351789147111911664012,139124141921731618157111086015,780104,5.415252208709717
315191681117141220135961810417,161013934861419751711021511218,794982,3.4466657638549805
180211814131919712171651041563,211516471886109171912141305311,799140,8.560569286346436
591081312151417111671901624318,412811913601187217515161431019,802592,13.139442443847656
911141384172115181610637125190,518211128107169119153401714613,805164,3.6123220920562744
133191512876185101416117114290,171814192768110512311413159016,807590,4.6129820346832275
193618981612421301451511717101,163111211902514181797413815106,792302,10.151609182357788
181921491710160813124153561711,128149181111003164136151775219,825086,7.883115291595459
101580136112397516419181711214,814166137241121017115191591803,815022,5.041388511657715
180981251761921410313111167415,171812144759108131916111502631,793792,4.494386672973633
191421011511718151613126307498,419151691750610173111421813128,799202,11.876285552978516
919178121514025311761618131014,121381519651016101191714721843,794370,11.977493524551392
146181713911151970212163548110,711795194031261511816181410132,782418,4.82159161567688
187178021512111316104199141536,971538181016121713611194150142,796690,3.4649851322174072
179421001415191137516113181286,156473817019513910111418161212,789902,9.112921476364136
120131417265171510184111916389,821510161861013111712745191439,785026,9.401774883270264
931251514426016111917101713818,198312021813616414155171011791,789388,3.1776654720306396
211121316515171084106971914318,313122111718168095714641510119,799224,4.539242744445801
135160811107151961217118394142,183111513791202541416171819106,793156,8.972717046737671
145101815121891972613311161704,611901171291710281615184135314,767028,8.599867105484009
217854129191114736150181101613,160179419101121318315572614811,777750,5.605287313461304
211431071145156013191891716812,171884141912935211570101116613,773640,4.623629331588745
162713111431915510819181246170,891711021851474615131112301619,818040,7.933034658432007
151408115184191692123101713671,145171194181031587921661201311,789522,7.970658779144287
316141121501012197618481917513,941510198131770514131618122611,805444,6.223573446273804
109113165151918121427631711804,131040516141891317111915761282,772488,4.786022424697876
161413126081091815191171217453,181412204191310981511631765711,821974,7.069401741027832
121782141019140189651516113713,341907121814171521189116510136,822410,6.635166645050049
516217011369111415184191038127,119141618131001917712134865215,762636,4.936583518981934
181113538710417921216106191415,138191729181511031114165064712,827794,4.576215028762817
177188013191241511411529316106,191714518121013167468011121593,793882,5.618064880371094
