initial,solution,fitness,duration
6377544220571234787547217173275890624568593966433885623468650874921432619782653585338317428983683847916485224191311184493491917262481856470523095916996155137943327189600108099676402576295572,3645245273399926430405463679089287625573272865022936089637791569987774827397813929711617919516521234643854880623187534944720570593547428411243895209436665814101234196826551835661784113881875,23530480,407.9336533546448
4941967591635695236947145208193603325388455793066807664548851813261615682277847486681162221195099728394457703121733246484377539212657741629905842350958718103423149840896759378524156239289773,3220117227837844762570679631351756857232843959449891040630415860473724778452195726143319762421548271551845475509161936522648716364634538092599974308629811368981239388855796697345366182190829,23776114,460.27144408226013
1178915287695963359545488719020775312142382837474021253360788570314261967541807910395167629695437349991194523555026436808658577497948418382213279256936524366444721625984988301166813273466287,7913185745845954232812817151468104161696783402975207099846222165950194624728906080911134325857542673947655534423183578389291822777647976543034771349049251612485686396652886336218798339653793,23637906,463.9340159893036
2614924294469537124561652208970698767828628625783021746091777562385018481036414968813179669950517639584432717236824754715884340165373952427355784529638135411413393975990663809834832219295517,7987198416389389261194869554137260746210458373701852205827338517295075350244642683097817757165673932988276436166374755214164129034716322528493592226782391514014486983615965380885643144599799,23477526,394.65079402923584
8745512476858960543961993817995751734901291447927259226563753714655652552392780861567362576713305911682299839641218503382943240987466239742217020587731104138444863110744984618828783536694368,1846958194399283121926322159709357238545575136247366882846031778910989953355143382794484922961687457152917640522411698691855030257887934203741180665615766174420443390237264655814786763732897,23599922,392.57937002182007
3892433134508293987380551379617867755299968612253474037871670625436302619337857287485452164149783252359494951794691032139584888631872275146910209089228124651144686039766356656417742515718429,4123919937548535893746360724432846157432147897029407665773827220878559674996795281780964364297625631345533461854952891226919136878981517831623258245734192863511902667175105150142438946630088,23620074,458.8433647155762
6796429992355942683632277834920391557526459469762668921853775282545937216862470387954846766081161481388277134145350366529413540928031741011821295333230454391907695187987073584478175624186819,9378084948110727532661769746613995165448922255629736737018678337435912987592401963244199715898030911164477901648455720793546263156142515888553498473386132954519638752765038346068422128728223,23385642,483.5234682559967
2371316879661921528778379391695309520426816563571496776097368527947317414454393589347532818491172915198741061809038408462761399270151230268343675048882867259586422994847524322533455682465516,7193825123558621885797734365053209881681770103897441492562699424342063847373177528766353075261236547984647584667856159164839766532901913580181282943782260722715428333114556924099914495899614,23435962,395.57109808921814
8623758359611884816829518327915005387427630492174541658793873803161991940576733134794634824987031493785977204415927246612826039116252366595973269882841891785564345692271253464267555469021037,3734155234252832587164097455435747737136775315078520727821893160811799676351443996788074929898110178619269127487062614495592305138458296890338412284649569493656636639413224557569802213648218,23430448,337.9668769836426
6137419778857017948352275836989767114302531166473343281515090631847124043261694388660179637599145109867235815726252214446865497822454999520928061872785934197529283136426870563984552596433378,7925428619626243111120172168065245987233573573882513481287489544437344633019153219097951048226870824119491478877120645132666275474094842999766365856918555977862743960583650562379388367153993,23635248,471.3325283527374
8674769117346398299589693819609492647071251285291081576561952433876879633214155456915027974840984234223178807616746288181472542815133659849002330358937321756745519448325495238532066437762617,5962893802389516492482618630158543642639572570459124537774219060885518133321793214657836754195890723521716947984062685287487369774942267545029115644387110635384276681209297319958317646913483,23465642,448.02951884269714
3688621168192923518248538124185257371350333004627846510432825347853637089798817340554291917325907172475821483987939261547580672015698774131839749867456396760956466142244266976129945294355916,4993834755433924301448617923584157184625784449452597595725683856511782098622296331376666067547445369708935978034319166963121721324986212816102740377126776409015429386882587291988819251505373,23577510,398.7641303539276
2331966774297580199353923297899282457050141598714123915861713824821307945642509522727776164056629068727858183615487118433573376588463847424997511052208926933585526366916344571198360946634484,1714835997474691851657205529945119401890102363103482675438455830216556352484256981953361488712938932861366765350387862527060807444488439427527799722296771192713949411269863733766851523286479,23327544,403.3602693080902
7128797854754337203044766672635365114939478622631294881875836244891958925821885353477059775755806493502127142998045834674038744683415619682660329996169331317922342811561699710528456273511290,6694209145705761150609376177259271394164512710123531167367854694786227959774936254389288474247514856242338193090871296755405321381464437588092452188250886826976334659613953823994871198325683,23570234,459.38731360435486
1036764638807565509382979532778219031340421739627426796856272188874126170923593028591317498523298183444189843789815674758715348774525166369119439286605755991964243664352229114405187566332054,3938169807682556811322195470348677141916603944143722378962262204033566391099474466848793513294983758672731745285925764127924894658698614215907371453751882625539597185035736651759304828241081,23459632,464.0302801132202
9586123981826446840573677917573812122655261497125601070925059334055744378654297296872235854415246637803530413847971682178883689374528206732315842179764895664693899014512711621398196353999434,4817220635784534143346409436927796717293903752223215742444279710282612504218598763096417983148581980395391680516585864775847621993566621827189259579235649705483615607334355782969131664881138,23451684,357.69490694999695
5529232690988148312130139270154777928608822786247743454126189058268666757917346419610803658749188440681969751793271631182512459335364279538378393992536869445521672429743851397144450565352076,3883865693255217443126729718077336975236491495245082185427164283087573253537534778929015634165530341262996872115884941366884676201943987999770895191646011059219640854565734861222881474396723,23524540,409.29967856407166
1239388233846250229116487247556628637386085498697805662713324975944187218965346152773595679032816883994451317858365011434727959376137057159876534292102029391740261474519627824530845469641918,7051546426813872921497356469767658824876052196663345832126280219427133401084867428167233439057221453583421868982389257641315693368110553069373978489682429791744956175595347492077159991715085,23637954,459.47762727737427
2846458476494507761276064899729025791285132433224254785728218953871538103986485971313258162320665674656793263081437335948869634051755219961444711538399557914136348670923790571462216880179829,2969359373912228716292965053887668268024335413818521377844438923953284469957519891820453077636755609490758645839798219748476612420873841152648833165256416101411724056523417496132770797365951,23494066,443.72706270217896
1146664510961834901726275547267299515241253375841987772091435735606998737176446553642313983145662737919408061708168213059209322696388428931327454843851924985125839501636978694284825278753748,5749164077179121496733185114156372522709358627654138217818291534232653674560909845304766869296880999733551946263544134812899563423725924342052718479838250396167536010517888754381696487942728,23663644,405.0465338230133
1628643932768498345799479122479563611654497062615084417539258967963315578740584688106063565337768099859243782470902644886859772135742017323138669823212811425498269711330187255191473513452529,7975424935617230343371779123365725868427928954767020933738459760781847717413201280904064195521661163486926385822917355851672499469444456138183438765262593968142297485296882810505315953161698,23392374,434.8778569698334
