initial,solution,fitness,duration
62502316291581826111133101791421281924274527202212,21715292816822711425195244106201191326120221823317,2038536,68.95329451560974
10622281214161929326241723201491518527251312028117,10621191312541622143262417232012915185272829028117,2123854,63.21124839782715
17115238271012316181121791302029192822262414642255,92512715506244291131622618191181027282320221421173,2058820,70.5335693359375
29221925100201721724148265111632923112415272818613,12019251029209217261151518221728227861441316242313,2058806,59.91827392578125
01429126154231924917513816272625107112120322182128,11231927135102261816125152409212927141226208174328,2016096,62.59832310676575
22019141212520972716288261224112321335101846291517,02217141884152471632821261291123191327510126292025,2077876,69.86548948287964
41402312252716182912322177611268202491019285132115,41401012252713162911812292319626217241832875202115,2066754,66.2842767238617
26112081022752913232182841225611715279211601424193,10422824207518961628132912319226152717211111425230,2048546,69.13848114013672
19915288254141229181112017102713056716222326224321,15221828825237122961117201427130524211619932141026,2076562,77.15451979637146
17162623129224025275151110242128768231314181912209,42612352971715272518011924212826228113141619232010,2058924,74.96449136734009
71720151625513112429128101469192128260182731422322,71761542551311229108241202202821192693271814162312,2081906,71.4224603176117
26203181221945132361572422112728161025171482912190,12022617161924527111413732191012236258222829154180,2007536,72.17753982543945
78181628172122150272993141362520122319245410262111,25718232817011261316292041452219932182427610152112,2067586,79.93970799446106
21305121326252962771614111982222314179102018282415,47028242925113827315141169222232621195102012171816,2022444,78.74776077270508
20122914028231826151312682732492217710425162151911,20122131402823182415727951111962216173425102182629,2053418,78.15073990821838
12282423132956161921122252620914310417270181518721,19282127297061012161422202649113121782415182325513,2021852,70.64745140075684
18292445231211150282712561016391421132261720221978,21198201023151471527304242916911251322617182822126,2038994,78.9496738910675
21121611249174726192151023141228276133200291828255,29201611242241718319215127218971261302351410282526,2027988,77.6047534942627
28124242115197278172523926291822131021131656142010,28164292015197108172523926241822131021131256142127,2100572,72.56727266311646
28172181061516202132414122622191471129523251389027,18251815623161928712214929020132214242610311175227,1996944,78.19933938980103
13201098713231827174111412260616192521282224521529,12222010981713231802142614111272241961516525287329,2039000,78.72329688072205
21231962041411925261512272851329102220167312481817,17329652132122182625104151142819923701624272081211,1997656,79.35133647918701
16252082752918131424157391723612212010211911262824,42582027231001316142815232926961222118191271124517,2059782,76.91912651062012
29272481552628291231922112512671417181320416310021,16727150242519292823122112512610141718262041339821,2034218,78.07412815093994
17118202124727132252312189152810261253214429190616,29419921241327268223018201512105125322141117728616,2053088,69.17387986183167
22231719182812751429168624726025113915211342010212,92317141828271572924861910221122532215201326016114,2067888,77.56606435775757
71011186211512017280221425243121323272916192645829,16222418142191271775223813203190261564252928121110,2025424,72.36688590049744
11232621287120914815181927324201321656101422291725,11827182528122629176152119103920242165230142213417,2055022,73.03709244728088
19317221690111024146122115120272918726255238282134,19382219011102414182516151220229672621523272817134,2086868,73.10509419441223
26162023223102917156571827244111428250913128192112,26015417312922610513191623241172825149271228182120,2036198,77.84792566299438
86252612112817592312427154133272029142119022181610,80252771112521917142422815423316202211319629182610,2102312,76.44771957397461
42716915632023522211122414172802110132618292519871,10276918161121413122312242617230214519152925208728,2044228,74.79068350791931
29230141372218251562651819111012162439172214202728,29230141324281842117265132211101216789196152527202,2070948,73.38864827156067
02782311192220628292671618123101492515131754224121,25513213162191228082614112418151792217102720429236,2074766,71.29067850112915
23248914161128192931750126251513222620727421118210,23242191471621318317501262829192026825274221151110,2082278,76.99668407440186
20643112212102818152791613261502123819717224142529,71243112527102218219232692117513162829620115241408,2024400,75.98863244056702
41714823132872191216252218652120011102639152427129,10148232019722612251522134282118911105317166242729,2023602,70.29467487335205
10907182141411262715129238512162462213282521917320,10231471804917521526283824129192711131662112202522,2056834,73.48266053199768
04619278102611422162839125212322425151729201813117,07154272513524221969210816201132817231426121812921,1993248,73.7236442565918
24141118629423220328162518291017132112192026157527,24521762941422122128825115119013263101920182772316,2083728,72.83464527130127
22111272411820451391216156823172229282603101471925,82101629220184528924271732523152210132619126711114,2068954,69.98164010047913
41410201921182623122822316132486051792915721112725,41410202723133291228222619180246175892115721116125,2085800,70.80964040756226
21267202423281881529325171461019027913221651142112,39728291268172410162523146201922712111521513422180,2030252,72.5616807937622
12923261255171471341618152282102428629327111019202,15923261252717310204161812220218242829614511719132,2090090,71.22568345069885
15248221423211813287951616262527230192912111020174,15982224231118132802016191172321277514291225102664,2060978,69.43467330932617
27522029281642415186191726101180231219123725221413,35120292416926287131710188150121921423261425112227,2013836,68.90865898132324
54170102615622143725122018112116829231927132912428,22152645177236213011122521271898291619120283102414,2008466,69.47063899040222
71152723191214178625222829226151621024941810312013,61210242122814221685942920152625230717111819311327,2043702,68.75364017486572
11825114152831619717925102018232227026132112292446,19232482714118671152615312162824902213251029172120,2038796,68.1796727180481
17101122412315162527570232922824141820926131982116,12101122192816272662513518413817241429209231502217,2062330,66.84063076972961
