initial,solution,fitness,duration
0392536171410292627213861253332232882437916434191113735231131822201530,1211339153233253638182914342737233119462427202211102116281732605983530,3780050,32.09135627746582
3221132594352423514382782731112029170616221219153318136102834339302637,7121113018392373681414352720262452130171592531382229196102834321632333,3735130,36.005866050720215
2832299115019373936231834381214416221222413336171525263035831203711027,1183038163929269206413312833235019371222231418371727243236105152513421,3717868,19.957890272140503
1822119392328383186271429323524163053721331261534412210192536107201733,3836830151924272290717321135453937219131142623341231253318102836202216,3720830,19.09997868537903
3827162471825173732202881335422910113122021361263963315313034232919145,1273417363541533210315829181222137230212602038372314119282533392419616,3730420,30.731647968292236
1739243851921232715312358371432103603020312874234221269251629181333611,2367233138412291793528111427313301163215205341910240262163733252218398,3751296,34.54150700569153
1142816202213352935623263918381530273236273310349211724812311140251937,1002719202229353437365323118131516261211324143343091178639283821232572,3699606,26.590988159179688
3342563230171311223240381933372642721152228916113928101472031291853536,1712336210391931272614382033281516291192113320253785183032434227351264,3657804,23.529825687408447
3011332915233414172224314602838251327163532193918103136271221537982620,3961429221237234322283815252118203326011277301710343531249198513361613,3740010,35.39911198616028
8262012113092223313228101961636435718132172127251553733034314138392429,1763253842937012351532283327912611210341836191621203083975232231131424,3749680,50.29267168045044
2802720519322910254117163431836382482637153531391712191330233321422216,7352793220342181431301253301715122219162437262839233829431011136362518,3724270,29.64074444770813
1226333039234171110721234141166222018283132025368192427513293159373538,3967332410311937353212240132636129253173830221534212389282716511181420,3660560,26.852145671844482
1923393112224133237306353436113357028817154273262025122211429183891610,3063220198163812426231535132917182132142533117342437220393151102793628,3685706,49.67094159126282
2230721203817190113612331537143512313316239344242782559181362826293210,8371338332418649212172825155232226361197301435163129202132734113210390,3775534,46.76450562477112
3614261663518243831532412522111230910273423192103913220852873329373117,3902734161436571312022223333743124123228191018251535938292621863031117,3735194,30.388097047805786
2617722392930241214932376151013282320362251811516134352127331984313830,3139301420281622131026323729910382317533618272548193421153362423512117,3682396,35.009567975997925
3142641312972429139203561138192334828173336218272125321552230163110370,1724382822352313101113302341984213239299186162025271533265363714071231,3718424,43.403316020965576
2422014375623313829251341039181521342635302733131922113217036791681228,2928213536303808493411362752510371517312261323392016718121914243222331,3806110,56.29390001296997
2215293823220182113161486333419311725173511093930235282726241210373643,2135163139220173018383231225933723481929241063723111362620141552842713,3758314,28.215909004211426
8916151220633401435282719215122524311732263836223929133718342310113037,2937302219204283824132312825143327392591115163672161032135183431261703,3733008,33.76080274581909
2233435850101424291723618371939251152021263343062823712927381331321116,2827132534823725101735260112412143616393032152219333121196183820343729,3696194,38.47967171669006
3116927210243625132043938191215111829173033210353722321472812653436823,3133316151813720233692776292521024514178341141203538192839223032132126,3780092,37.10711884498596
4299372834230195312136381316321125102215172420303581271223618733392614,2437113162912421933132331420723936526170283018381582311356101934252227,3630848,33.35142207145691
2115219132003724383936303111346261227332518351410171982928533223164227,3413431371517251022191421216332618112393032383358962470282953611202327,3789630,32.529807567596436
2732628312913101881623214322035126151138541739212219303402493773612533,6948271524010363137222032121471392523532123033133834172928191116261835,3601370,33.79046106338501
1922212741626375288251879035232333834132111029301439171213320366153124,1411362943492315322610219380186273511733375830317161220393282422132125,3698884,39.03958058357239
2128113027178522151916362364333713269203513187238253234311210391424029,2836111032032313914236371518307353433252921452124121619382213917802627,3758824,29.014917373657227
2735512136231426252132161039811241530637913017383171942834292220233318,2713519122214171526813773321225631203991002832354343183029162324381136,3650420,32.36716866493225
1038221219311529911214734393733817242821183232732262504165201330613635,4111122923321630313613333435282723241021671452037172518381982293901526,3769682,41.21218490600586
3002539372228339343219242616381415181723245366112720218291031113271335,2620133211624351719282313412153825141430231016213973629318082722953733,3680000,42.71454906463623
1422223027251921306353172919371753384181215323634113928262081013163324,9392826138251611341827243214233524216370303317853131329221012201971536,3749904,28.88015079498291
2829638411691431211711723210378391522272326251233363413301903532418205,1720518236915243527333172939232019328211243618142211341310263825163037,3684430,26.92055583000183
3803912262411281714302272510363343714861572118332223353113293291951620,3629641427251610302327203328121139172681534531352213383721319924181032,3700712,39.54623889923096
8253621013241235461312819326143830293495210181171615372233203217392723,1328313220101433363024184352638239125234339125721151619371711278629022,3692360,37.682525634765625
3629261017193283416221251330209715213323241823237163111351442703938825,2731230396202318103143852672233328162903634111512191925352428133717214,3783692,29.460131406784058
2627125362218103309178191417253239333843129232124282013373416112153506,1401635163336212251210413262719371130388312720281517341823252993224393,3678924,27.131390810012817
3726419143223924362910352830813211552633381232201813423716273125119170,3038349272326102033151317219356081453631274313239211281837291624222511,3780872,35.43246793746948
2312282413364251032919717031182215392142038322726161303711534635921833,3620121255112714286221370303324392234161526193810323298941832173531713,3732130,32.10532832145691
5122110313825141635923622019114134263324392032817815131837303629273272,0352618154533311334223012107925213236142439233719208161713611292738282,3653014,27.309500694274902
5410230259111357222021312717372839192415343026296838331214323213183616,3229387351724536608142716252323262233303113739349201815419112128121310,3803492,24.759632110595703
2716234291490382212305213413171925331320363532832637152241739182861011,1910271714152425435172932116342620313936112313122282028933323018375638,3753096,32.575775146484375
1838213826027221420112423143162515291653613352819217930373439321033127,3217437520330932411291527161922251213428128101321439263135362338630187,3726432,29.897749423980713
1732266252134953033231634118121191002915363828243731821223914727353120,4617278133526133252431213382810231136150221257293729323014181634391920,3688342,24.230162382125854
1627142937212481112232301820710326170232533132812963519234313943615538,1922011242389302837253426384333355362961215172013110221732391327161814,3765224,23.24029016494751
2391563200122252528182633323517213011719810242716393738429143612343113,3832193112155133728262230331727832192318716242363513911250142920346104,3850550,24.540546417236328
2720251371412353082932132452139936236261018344333112231219163815702817,2316282192625322198727143712353015292440341381813203956311136322103317,3797294,24.626227140426636
3930323521362520012222823813246319375107929261113334143115272171841638,7216828361327202114302232121062919355314915181124333439373232501261738,3768456,18.025967359542847
1814320282631341725221379243938222023111913512816352729630153433713610,2511526170193729282322183113230242023839321353310131615144769123683427,3733582,18.92434859275818
1403336292191238835342813531303932126371061916720183242722325171141522,3361137501210163625292120383428301971423181732732132631244911522239358,3652628,21.01821756362915
3941262035173233238033283724183029763631221314122191127158101625251934,3134256101291419333521412638782313272032011243028171529322253618373916,3710770,21.732470273971558
