initial,solution,fitness,duration
71319572056447593848330493432437553643253154324144945262816126175512952423015140853465810215035218221139232714,54371956203412598132206365742155595825129324144727342851403317516485243241110462302653314750233818214939453514,8077132,371.35660314559937
52055263653183850544024258474832105233623139511704556271457432421318414635493413222930164419113945912737152528,41032125522181750405953285444722058565125194636630163381494347213126411335113448372952138233945530495724152742,7969514,357.2916102409363
11942051403413617454916592718335343391584732552637114452145438282579215048352224314658561023535742413029203612,58194573621950311716494559271833535391584732551371144521454414225734134048352224264665610234332028123029205138,8231288,338.55747532844543
95340141005523171924254916481526857434511426227412854713295838462252323551331203356393734591218547302150361444,19534061003723171541929164859335575425224121118284372750583839464755315113203549224244145621182526303445363324,8074142,361.167649269104
42161710583211335309433754841194946243934255572131335142012525650444556481323222721293815591828302640457364751,23162010525843372526138155641443046243921471757243314935145545051275411405482832262959371334183212195042533698,8122580,377.2911546230316
39154510353462222554943342352648435413857114423329165044211951849242647530273132040125928737583611201856131755,49162259353462857255431523419236911354156443924233584850152143518145173629727303204018245103744726201238131455,8140060,374.88611578941345
26494820562441228104301545305939324638331612555431824401158521913215072831917414146536422357342725533529514737,54946283324452474214400863043543238105916121825320245623581551321345337931114142645482236155735273919502951717,8148174,347.457644701004
23352125526431349110293945272256301421838358321140202335422537428550954657534746591571934414417180314851162436,13316125538291337261043845472293014341258543234402752354225514155395621657534946202801911501736187314859232444,8138616,360.4336440563202
43265156583554754565012233741102742194633252144931392413293211341538545983053935210281736152404822164441820577,19265105853553554523501263727144142434633140247313924202932113416385459830139492156281736255210482215444183577,8124546,374.8611180782318
12104822213501958554146451653571459243530184332813294231382616474402383243920536234395654251751711374027524915,12104826211750458554159421647394546243053562533285131151438521213440237326920549293457185419335811374027223643,8089596,375.4109082221985
26325750597223614555821471040182923192842530641394216513445113933235134620248048312744173812375653541552549143,15321718597225136135821855192429285347446436413942162034511393340355738455056010312730482514372325426524912144,8165228,352.82346415519714
93332521135761847143452923746551026364220415854114031197533423405644284338492511522301285035522759161739485124,58542053842576452144431829237465510036133235534911981971473923564114251733359271544812311650522840263422305124,8122274,365.6954438686371
50224358151931542516391752492710123330281836374538351514726853573047294413406483255342321112442951462565944120,50345816154319422063935463237125940028181737333811151410268535730472944133624849555123542724219314225645524125,8136856,369.0803964138031
17394445132450262738946364943108291619254213111567152842463435555320123714334025522358323004847415723511595218,18364445512432272585563919112234491613264221435507017544652121203731573510403229285658592315484733305394143841,8097948,368.62244725227356
45562805230313959445158462353264254131974926251533105537271224163145043531118452347342257403820414892118361729,47559520283031395944515846236326425413193498251533165402712241071450341741184511443225737382023485621126355329,8178818,357.49740052223206
46295459395758333416271430755153243720533144280451219352213482343243512111364256475092152492641406818101738255,46293759395738034165014127422631854205331444733453019112256102343243281324361215127925552491541406835481758255,8229778,366.0904731750488
45583112395913740363518514212233753465519481516582630283227225238449334304625173412447215450493457205614291110,22583152739131574036351851241223545346551114821117453028322265234441920430462559341424716375049385733564829910,8281814,369.80973172187805
48030451539222751473549555845214404291152826232924415417194446345357332168371243118502361372031631561032593825,13343045155422751473549555823522142401135365942910412481422441753256193203720339185046284811256163174339263857,8126674,371.8857295513153
32653352938515739274437142040558151754716342355845494225243044843413319095952111222156463122821831472650133610,32620285033718424134554894047564915451112226388453071524254441427331903159295716394358210121321522351753353646,8046966,367.86776304244995
21221857433844801350452914393024928245336341056113512461692041581533373123455263544048175919255152476321754227,21186144451288324150453413303926563124533629225819481254169204937153322511455573463543175923407524710013854227,8103928,351.74626088142395
15373344112132595324175293948315843494519181450415140267132003096124623552553657838472356311025424542722163428,36333759714155802412029554344425741519181112491613262146455383273042355239326253847235691710513140544822503428,8006008,370.70672607421875
71255383924117333051405820595024534472654118133231422705744815289164322563112135462329444953610362514451983752,41124214392725334434405365950205851132654161847323124270574548155591432256311213546232930495361028173841983752,8238732,370.8637263774872
29046393055334318950859363144532022341435715571926271494254214565834716375564111325228382312481040251324512174,12114639302016181459194392314428343552335335683227149454221545758225103742641365652293850174810402513753244715,8159966,367.9167306423187
79285916214915535265712424446839264531191036545537134048172941142352043515047331270355831824421138562532342230,72328333755561559456572750444683912261924103602147314048172942135120543458185349145435323165225241389111342230,8107612,364.70121908187866
53174941233816151162240574752545810245925142846264421503651328429013393319371255593312745201183035425674834243,47512856553840335571716315212858202449341814132619447304150225372936145427224293201121595362331554351048463943,8111724,369.1767728328705
46445255141612440383922028224302419765334473735184193342135149591583148562325265754502113032582917271033654511,39121855251644440224622045494332241976533483735114195026135133291547312856231442575238211301058591727033654854,8325098,368.55071926116943
41545321726182843501413447583925031322357353627125294621810348521141374538303320196471655225659344942152440951,41515340172618284350321344754362563121235735394712291452581034846114137453830332019562716552205934494215242958,8331896,358.6672968864441
59492633174130118470165354855223834312843323729936191314584018201023557242315505651442772554464541391265232142,24492633175744118430165354855223643128145237299381913475940182010153532122321425121277255446453450393064135856,8195792,352.7470397949219
42354918223262934381902857332574810524753445111150373621143032394015494617313555543245945225862013414827125616,42565294724340453421310285533441839810254853234911141373638143032122615514617435559196357295824201350222775416,8163560,363.28824973106384
29352126357393148304452141625271312223810443405065954158495541451479422417193633275111851375358462856023203234,29352143357391048440524513342564012223826145855165411215134584127146920243619492553518175037313047597282363234,8056010,366.4755029678345
54719920411153117423413236251021152918452583051443374550462843541604832222739575582349244012565914386372633135,54735302037288231742341323629211044255131505832555633394521911245416454892227125753401414318144659738649263015,8079138,359.3647735118866
48634354474225395325120261527490121245930554150124054561429434481038241332346531659523758361922177331157182831,44244635421512193947573622652728015120319304415048585456142943118493818132134165345592352407252217333553261037,8080422,360.85524463653564
10525010622202185154332846592734303157152958394112834432551923364316495425648351125374753402145384724139141726,37059501455620481851312743465623447195722105894112153443285442361752495233328353825534714021451130241339292616,8079658,364.19748759269714
14182711144423025243382237935553671312573262454474516175933620488294494634413103221553232815523919515058564010,14182722114443303827255937956193642131254826244547541651133205538294494634413123621575302815523950173258354010,8191796,358.96730375289917
37143356435054163834744485730492622205292445312193928122910111813547218175359422735511155523640584134364625032,37141538435029856543304857444926342052924453121939281254101118137164247175359214135511335523364058272264625032,8292352,356.14280438423157
19295054002153584116425426112325194842849223124563557213452718363731433125510437445985246154730325134381763920,19295364802151474256154263582550940428492231243555733135841187371614212451043534459115246152330322734381763920,8162146,356.9972953796387
20425113524622333991905459121814127151629142531132404347388433631585748551044504926528244730533523211737264556,91451245228223353112558181245313837151629421325204741074126213632585748044435049306546134019393523273417545956,8131592,361.0454857349396
